Compound,Date,Negative,Neutral,Positive,Tweets,Tweets Ago,User
-0.802,Thu Mar 29 16:24:20 +0000 2018,0.34,0.66,0.0,"Family killed in California cliff crash had recent visit from Child Protective Services, police say https://t.co/Jh9Lq9ZXql",89,@FoxNews
0.0,Thu Mar 29 16:12:05 +0000 2018,0.0,1.0,0.0,".@KennedyNation: ""We're going in the right direction if you're talking about privatization and the VA... We have do… https://t.co/DhupbjABIQ",90,@FoxNews
-0.5859,Thu Mar 29 16:11:34 +0000 2018,0.324,0.676,0.0,"Cops confront Domino's employee over undelivered pizza, get suspended (via @JaninePuhak) https://t.co/Lx5YqcZZse",91,@FoxNews
-0.296,Thu Mar 29 16:09:38 +0000 2018,0.18,0.82,0.0,"Father crashes daughter's proposal, holds up sign reading 'Say no' https://t.co/MfFZQUalmT",92,@FoxNews
0.0,Thu Mar 29 16:04:24 +0000 2018,0.0,1.0,0.0,Happening Now: @POTUS traveling to Ohio for speech on infrastructure. https://t.co/ZymwN3M3yD,93,@FoxNews
0.0,Thu Mar 29 16:03:55 +0000 2018,0.0,1.0,0.0,.@POTUS departs Joint Base Andrews en route to Ohio. https://t.co/QSMZKfRhIL,94,@FoxNews
0.4019,Thu Mar 29 15:58:52 +0000 2018,0.0,0.856,0.144,'Roseanne's' Sandra Bernhard says women who support Trump are unable to 'think for themselves' (via @Sashafb) https://t.co/tDenoduv8Q,95,@FoxNews
0.3182,Thu Mar 29 15:49:20 +0000 2018,0.0,0.874,0.126,".@EmilyCompagno: ""Law enforcement learned via [Noor Salman's] mouth that Omar Mateen was actively preparing for jih… https://t.co/htunhNMDw6",96,@FoxNews
0.4939,Thu Mar 29 15:41:50 +0000 2018,0.161,0.536,0.304,Retired military pilot 'died a hero' trying to save kids from drowning at Florida beach https://t.co/3M0ysBot5g,97,@FoxNews
0.0,Thu Mar 29 15:41:15 +0000 2018,0.0,1.0,0.0,"Dan Palmer: ""Trump's visit out here to California stirred up @TheDemocrats to go out and do a bunch of wacky things… https://t.co/gX0bcAh8cB",98,@FoxNews
0.4767,Thu Mar 29 15:40:00 +0000 2018,0.0,0.795,0.205,Purple Heart medal found at Arizona pawnshop returned to family (via @travfed)  https://t.co/HsFMAm3LEN,99,@FoxNews
0.0,Thu Mar 29 21:45:06 +0000 2018,0.0,1.0,0.0,"Justin Brown, a lawyer for Adnan Syed, said the podcast ""Serial"" had been “enormously helpful” in pursuing justice… https://t.co/6eApiKcagu",0,@NYTimes
-0.4215,Thu Mar 29 21:38:54 +0000 2018,0.141,0.859,0.0,"The Trump administration is preparing an effort to weaken emissions and fuel economy standards, a blow to Obama-era… https://t.co/CkcAXSQH7V",1,@NYTimes
-0.3182,Thu Mar 29 21:30:19 +0000 2018,0.119,0.881,0.0,"Since hitting its peak on Feb. 2, Facebook has lost an astonishing $100 billion in market capitalization https://t.co/19cZOH6SUG",2,@NYTimes
0.6369,Thu Mar 29 21:15:05 +0000 2018,0.0,0.811,0.189,"After decades of experience in some of the best restaurants in America, Paul Carmichael has transformed Momofuku Se… https://t.co/Wo8L0R0eSj",3,@NYTimes
-0.6369,Thu Mar 29 21:00:23 +0000 2018,0.208,0.792,0.0,"The traditional Cambodian hatred of the ethnic Vietnamese is ""almost pathological."" As a result, the ethnic Vietnam… https://t.co/WDozCU4PTN",4,@NYTimes
0.5719,Thu Mar 29 20:45:04 +0000 2018,0.0,0.709,0.291,A weekend celebrating the old and the new in Budapest https://t.co/iqZtAYevKs,5,@NYTimes
-0.8442,Thu Mar 29 20:30:11 +0000 2018,0.322,0.597,0.081,"""How can I get over my sense of betrayal, my rage and my desire to punish this man for the disrespectful way he tre… https://t.co/dz2MjF0UMP",6,@NYTimes
0.4767,Thu Mar 29 20:15:07 +0000 2018,0.0,0.829,0.171,Trying to fatten up your friends in time for beach season? Time to start baking. https://t.co/vgjL9KuZrG,7,@NYTimes
0.25,Thu Mar 29 20:00:13 +0000 2018,0.0,0.913,0.087,The British government said it would review the cases of 700 Russians who were granted visas to live in Britain lar… https://t.co/30bCmcZhXL,8,@NYTimes
-0.802,Thu Mar 29 19:45:06 +0000 2018,0.286,0.714,0.0,Distraught family members of inmates who perished in a blaze during a jail riot in Venezuela said that they were no… https://t.co/UNg52Xjh1V,9,@NYTimes
0.6369,Thu Mar 29 19:30:16 +0000 2018,0.0,0.785,0.215,Kathy Griffin is back. She will appear in a special episode of the Comedy Central series “The President Show” as Ke… https://t.co/kbjU2ObONo,10,@NYTimes
0.0,Thu Mar 29 19:15:09 +0000 2018,0.0,1.0,0.0,"What kind of spy would you make? Spyscape, a new museum in New York City, will test your skills. https://t.co/X4qpe4oFE1",11,@NYTimes
0.0516,Thu Mar 29 19:07:05 +0000 2018,0.111,0.769,0.12,"Laura Ingraham mocked David Hogg, a survivor of the school shooting in Parkland, Fla., over his college rejections.… https://t.co/ZKjXjLGm5z",12,@NYTimes
0.0,Thu Mar 29 19:00:34 +0000 2018,0.0,1.0,0.0,"RT @MichaelPaulson: The stars of this Sunday's live @NBC concert of ""Jesus Christ Superstar"" -- @johnlegend, @SaraBareilles, @alicecooper &amp;…",13,@NYTimes
0.0,Thu Mar 29 18:48:52 +0000 2018,0.0,1.0,0.0,RT @ByMattStevens: It was a family of two mothers and six adoptees. One of the children had had a brush with viral celebrity. But now troub…,14,@NYTimes
0.8126,Thu Mar 29 18:45:09 +0000 2018,0.0,0.403,0.597,For the sophisticated french fry lover https://t.co/AAlnvGN4sI,15,@NYTimes
-0.6124,Thu Mar 29 18:37:04 +0000 2018,0.273,0.727,0.0,"Steve Smith broke down in tears, apologizing on live national television for sullying his country and its national… https://t.co/8uq5EvN6FR",16,@NYTimes
-0.296,Thu Mar 29 18:30:13 +0000 2018,0.104,0.896,0.0,"The case of the missing sport coat has it all: video evidence, reparations, multiple apologies and a Final Four coa… https://t.co/GtBj8kVDok",17,@NYTimes
0.0,Thu Mar 29 18:23:01 +0000 2018,0.0,1.0,0.0,"Denmark has long had one of the highest divorce rates in Europe, and the government has decided that breaking up sh… https://t.co/Gwz69TISvS",18,@NYTimes
0.0,Thu Mar 29 18:15:09 +0000 2018,0.0,1.0,0.0,Automakers are offering augmented reality experiences and lifelike virtual reality simulations to lure buyers https://t.co/FDiEWkjxXx,19,@NYTimes
0.0,Thu Mar 29 18:05:05 +0000 2018,0.0,1.0,0.0,"A Maryland appeals court vacated the conviction of Adnan Syed, a subject of the hit podcast ""Serial” https://t.co/tF7Wz5XGVg",20,@NYTimes
-0.5106,Thu Mar 29 18:00:16 +0000 2018,0.136,0.864,0.0,A white woman became the first person in South Africa to be sent to prison for her repeated use of a racial slur https://t.co/J1MliQIcao,21,@NYTimes
0.5106,Thu Mar 29 17:52:05 +0000 2018,0.0,0.82,0.18,There remains a strong correlation between marriage and economic class in the American higher education system https://t.co/5Uh4n8fXKn,22,@NYTimes
0.7964,Thu Mar 29 17:45:03 +0000 2018,0.0,0.633,0.367,"""The president and America needs a wise, steady and thoughtful national security advisor,"" former Secretary of Defe… https://t.co/mJrbSIEWQ1",23,@NYTimes
-0.4404,Thu Mar 29 17:33:06 +0000 2018,0.153,0.847,0.0,"Breaking News: Russia will expel 150 diplomats, including 60 Americans, in retaliation for Western nations’ respons… https://t.co/Hl7o9v20dd",24,@NYTimes
0.0,Thu Mar 29 17:30:16 +0000 2018,0.0,1.0,0.0,"In Opinion,
Op-Ed contributor Noam Cohen writes, ""Facebook’s vast and well-designed platform offered the Trump camp… https://t.co/uRkWi0M6MY",25,@NYTimes
0.0,Thu Mar 29 17:15:07 +0000 2018,0.0,1.0,0.0,"Greta Kline, the youngest child of the actors Kevin Kline and Phoebe Cates, is learning to step into the spotlight… https://t.co/ofvqVo2TK3",26,@NYTimes
0.5267,Thu Mar 29 17:04:43 +0000 2018,0.0,0.82,0.18,"RT @migold: In 2018, I resolved to cook more for other people. Which meant baking. Which meant I needed help from @nytfood and @wirecutter.…",27,@NYTimes
-0.296,Thu Mar 29 17:00:20 +0000 2018,0.109,0.891,0.0,"Charlie Walk, who worked with artists including Lorde, the Weeknd and Ariana Grande, was accused of persistent hara… https://t.co/eSCYdz76Kp",28,@NYTimes
-0.7713,Thu Mar 29 16:46:47 +0000 2018,0.271,0.729,0.0,The shooting has reignited the kind of protests against police killings that spread over the past several years in… https://t.co/XV3YduMu0f,29,@NYTimes
0.1531,Thu Mar 29 16:45:04 +0000 2018,0.095,0.785,0.12,“A lot of white people are truly shocked by what these videos depict; I know very few African-Americans who are sur… https://t.co/GeIH1cZwdE,30,@NYTimes
-0.8625,Thu Mar 29 16:37:32 +0000 2018,0.348,0.652,0.0,At least 68 people died in a fire in a Venezuelan jail. The authorities fired tear gas and rubber bullets at grievi… https://t.co/0c7UVCIEkE,31,@NYTimes
0.4404,Thu Mar 29 16:30:15 +0000 2018,0.094,0.735,0.171,How a 16-year-old girl named Yu Gwan-sun became the face of Korea’s struggle for freedom in the spring of 1919 https://t.co/dsU9QuANDN,32,@NYTimes
-0.4404,Thu Mar 29 16:23:06 +0000 2018,0.132,0.868,0.0,Eric Holder says he'll sue the Trump administration to block it from adding a question about citizenship to the 202… https://t.co/Wlu56Y3Pwf,33,@NYTimes
0.4019,Thu Mar 29 16:17:15 +0000 2018,0.0,0.847,0.153,"RT @_StephenCastle: “More conspicuous, more commonplace and more corrosive” - the anti-Semitism afflicting Britain's Labour Party https://t…",34,@NYTimes
-0.3182,Thu Mar 29 16:15:08 +0000 2018,0.172,0.711,0.117,"RT @nytimesbusiness: Outside the United States, social media is fueling real-world violence and empowering autocrats, often with much less…",35,@NYTimes
-0.5859,Thu Mar 29 16:00:28 +0000 2018,0.223,0.714,0.063,"According to a lawsuit filed by a criminal defense lawyer, a judge told him that he spent too much time defending i… https://t.co/IFezlRJ7pR",36,@NYTimes
0.0,Thu Mar 29 15:57:28 +0000 2018,0.0,1.0,0.0,"RT @nytgraphics: People often point to Beirut when they talk about design in the Middle East. “Beirut is saturated,” counter the founders o…",37,@NYTimes
-0.6124,Thu Mar 29 15:54:59 +0000 2018,0.167,0.833,0.0,"RT @nytimesbusiness: How a racist hoodie made its way through the design, production and marketing process without being caught, and how co…",38,@NYTimes
0.0,Thu Mar 29 15:52:04 +0000 2018,0.0,1.0,0.0,"At 26, the Cuban artist Belkis Ayón was invited to show at the Venice Biennale in Italy. But first, she had to get… https://t.co/e2NUHSlGOM",39,@NYTimes
0.3182,Thu Mar 29 15:45:11 +0000 2018,0.0,0.892,0.108,"Under Ben Carson, the HUD is attempting to scale back federal efforts to enforce fair housing laws, sidelining offi… https://t.co/x98dzX1hft",40,@NYTimes
-0.6486,Thu Mar 29 15:30:09 +0000 2018,0.185,0.815,0.0,"Two police officers, 10 minutes, 20 bullets. Another unarmed black man is dead, and a furor over police shootings i… https://t.co/YXsidv3siL",41,@NYTimes
0.0,Thu Mar 29 15:15:06 +0000 2018,0.0,1.0,0.0,"Gym.
Tan.
Laundry.
Check on the kids. 
https://t.co/YtSTBB01iy",42,@NYTimes
0.3612,Thu Mar 29 15:02:10 +0000 2018,0.0,0.828,0.172,In case you'd like some baseball to go with your hot dogs: https://t.co/rNN6Muqx7Q,43,@NYTimes
0.0,Thu Mar 29 15:01:26 +0000 2018,0.0,1.0,0.0,It's #OpeningDay of 🌭 season https://t.co/oSE1ImH7yJ,44,@NYTimes
0.0,Thu Mar 29 14:45:08 +0000 2018,0.0,1.0,0.0,"""The business that she's in — I'm sorry,"" said Debbie Lesko, a Republican candidate for Congress, about Stormy Dani… https://t.co/TmWSzHRB74",45,@NYTimes
0.4854,Thu Mar 29 14:30:04 +0000 2018,0.0,0.853,0.147,"RT @nytimesarts: ""I had all the fame and the money and everything that went with it, but I started realizing what was important to me was m…",46,@NYTimes
0.3182,Thu Mar 29 14:21:06 +0000 2018,0.097,0.705,0.198,"To secure trade agreements quickly, the White House has taken a contentious approach to negotiations not seen in de… https://t.co/reV37SloPb",47,@NYTimes
0.4767,Thu Mar 29 14:11:06 +0000 2018,0.115,0.639,0.246,"Rusty Staub, a fan favorite for the New York Mets who played in the majors for more than two decades, has died at 73 https://t.co/Tcjj8dj7GK",48,@NYTimes
-0.296,Thu Mar 29 14:00:22 +0000 2018,0.155,0.845,0.0,All the major firings and resignations in the Trump administration — so far https://t.co/Zum0htqCdF,49,@NYTimes
-0.296,Thu Mar 29 13:44:05 +0000 2018,0.171,0.714,0.114,"She died at 17, giving her life to the cause of Korean resistance to Japanese rule https://t.co/j259G6YI6P",50,@NYTimes
0.0,Thu Mar 29 13:31:06 +0000 2018,0.0,1.0,0.0,"In Opinion

Op-Ed columnist @BretStephensNYT writes: ""What happens now will be a test for the global left: If it is… https://t.co/xqbFsrMCxC",51,@NYTimes
0.2013,Thu Mar 29 13:17:06 +0000 2018,0.121,0.645,0.234,"President Trump attacked Amazon, saying that it does not pay enough taxes and uses the United States postal system… https://t.co/xfNf0osQpD",52,@NYTimes
0.0,Thu Mar 29 13:00:18 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/4Xted0wXzR https://t.co/3De96lruQp,53,@NYTimes
0.4215,Thu Mar 29 12:46:02 +0000 2018,0.0,0.872,0.128,"In 2014, one of the Hart family's six adopted children drew widespread attention when he was photographed hugging a… https://t.co/cl8LtWUh6I",54,@NYTimes
0.5563,Thu Mar 29 12:29:02 +0000 2018,0.0,0.796,0.204,"The reboot of ""Roseanne"" got off to an enormously strong start on Tuesday night https://t.co/fciUqSQft9",55,@NYTimes
0.34,Thu Mar 29 12:15:04 +0000 2018,0.0,0.87,0.13,"Dana Carvey impersonated John Bolton, President Trump's incoming national security adviser, on ""The Late Show."" Our… https://t.co/Y7dFrzM7AJ",56,@NYTimes
0.0,Thu Mar 29 12:00:08 +0000 2018,0.0,1.0,0.0,"Your daily @DealBook Briefing:

• Are we witnessing the end of a tech boom?
 
• President Trump wants to rein in Am… https://t.co/VMJOV91yOl",57,@NYTimes
0.0,Thu Mar 29 11:51:03 +0000 2018,0.0,1.0,0.0,"In Opinion

Op-Ed columnist Lindy West writes: ""Transphobia is not a pet issue of the hypersensitive but a continui… https://t.co/5pv7ZR0qTe",58,@NYTimes
0.296,Thu Mar 29 11:41:01 +0000 2018,0.0,0.896,0.104,The talks about possible pardons suggest that the White House was concerned about what Michael Flynn and Paul Manaf… https://t.co/k90k3WE2PR,59,@NYTimes
0.0,Thu Mar 29 11:30:09 +0000 2018,0.0,1.0,0.0,"Heineken pulled a series of commercials for light beer this week that featured the tagline “sometimes, lighter is b… https://t.co/mTsW3XyLNJ",60,@NYTimes
0.802,Thu Mar 29 11:14:03 +0000 2018,0.0,0.675,0.325,"President Trump called Roseanne Barr to congratulate her on the revival of her comedy, ""Roseanne,"" and to thank her… https://t.co/64i024KWXP",61,@NYTimes
0.0,Thu Mar 29 10:59:02 +0000 2018,0.0,1.0,0.0,"RT @nytimesworld: For the first time since militants shot her 6 years ago simply because she wanted girls to be able to go to school, Malal…",62,@NYTimes
0.0,Thu Mar 29 10:44:04 +0000 2018,0.0,1.0,0.0,"North Korea’s leader, Kim Jong-un, and President Moon Jae-in of South Korea will meet for the first time on April 2… https://t.co/Y6HqEMb2cL",63,@NYTimes
0.0,Thu Mar 29 10:30:08 +0000 2018,0.0,1.0,0.0,"In Opinion

David J. Shulkin writes: ""In recent months, the environment in Washington has turned so toxic, chaotic,… https://t.co/AEhlToRpOV",64,@NYTimes
0.0,Thu Mar 29 10:16:01 +0000 2018,0.0,1.0,0.0,Indian officials have been ordered to stay away from the Dalai Lama's rally thanking India for hosting his exile https://t.co/Wjdoz0O7h8,65,@NYTimes
0.0,Thu Mar 29 10:00:19 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/a0SeLW9cx8 https://t.co/Yo3BKmpuVw,66,@NYTimes
-0.4588,Thu Mar 29 09:44:04 +0000 2018,0.125,0.875,0.0,"""He threatened to burn down my house with me in it,"" one woman wrote in her application for a restraining order. ""H… https://t.co/QVE25KoUL5",67,@NYTimes
-0.4767,Thu Mar 29 09:30:11 +0000 2018,0.147,0.853,0.0,"Ecuador suspended internet access for Julian Assange, the WikiLeaks founder who since 2012 has lived in Ecuador’s E… https://t.co/bsONTosvaX",68,@NYTimes
-0.8625,Thu Mar 29 09:15:04 +0000 2018,0.348,0.652,0.0,"At least 68 people died when a fire erupted during a riot at a jail in the northern Venezuelan city of Valencia, th… https://t.co/nsdFiGqvg9",69,@NYTimes
0.296,Thu Mar 29 09:00:12 +0000 2018,0.0,0.885,0.115,"President Trump's lawyer discussed pardons for Michael Flynn and Paul Manafort last year, according to three people… https://t.co/07AMIMDgRr",70,@NYTimes
-0.6908,Thu Mar 29 08:45:03 +0000 2018,0.271,0.729,0.0,"An emergency medical worker who was exposed to the nerve agent became ill after going to Sergei Skripal's house, su… https://t.co/CFibQllrCU",71,@NYTimes
0.0,Thu Mar 29 08:30:08 +0000 2018,0.0,1.0,0.0,"Malala Yousafzai, the Pakistani activist for girls’ education, returned to Pakistan in her first visit since an att… https://t.co/LlfYLCzQ58",72,@NYTimes
0.6908,Thu Mar 29 08:14:03 +0000 2018,0.0,0.737,0.263,"Thousands gathered in Paris to honor Mireille Knoll, an 85-year-old grandmother and Holocaust survivor who was murd… https://t.co/qKALIjEMpJ",73,@NYTimes
-0.296,Thu Mar 29 08:02:06 +0000 2018,0.155,0.845,0.0,All the major firings and resignations in the Trump administration — so far https://t.co/WKFrMOOi2e,74,@NYTimes
-0.5423,Thu Mar 29 07:47:05 +0000 2018,0.171,0.829,0.0,A Nazi-era law makes it a crime for German doctors to publicly advertise that they perform abortions. One gynecolog… https://t.co/hMpDzvBXg6,75,@NYTimes
-0.6369,Thu Mar 29 07:32:06 +0000 2018,0.208,0.792,0.0,"The traditional Cambodian hatred of the ethnic Vietnamese is ""almost pathological."" As a result, the ethnic Vietnam… https://t.co/YnvHmoSf88",76,@NYTimes
0.0,Thu Mar 29 07:26:50 +0000 2018,0.0,1.0,0.0,North and South Korea Set a Date for Summit Meeting at Border https://t.co/OzOT8xXWRt,77,@NYTimes
0.3612,Thu Mar 29 07:17:07 +0000 2018,0.138,0.646,0.215,"RT @nytimesworld: “She survived the Holocaust last century, I think she had a happy life, and yet she was killed at home in 2018, frail, an…",78,@NYTimes
0.6808,Thu Mar 29 07:08:18 +0000 2018,0.0,0.556,0.444,5 Cheap(ish) Things to Help You Become a Better Baker https://t.co/3DEGbcF9IT,79,@NYTimes
-0.6619,Thu Mar 29 07:02:05 +0000 2018,0.318,0.531,0.151,"A waiter was fired for being combative, aggressive and something of a bully. His defense? He’s not rude. He’s Frenc… https://t.co/HcN22Hi1zA",80,@NYTimes
0.6249,Thu Mar 29 06:31:05 +0000 2018,0.0,0.83,0.17,RT @nytimesworld: Which makes sense? a) Pirate ships in a landlocked country; b) a 47-foot-high statue of Alexander the Great; c) a house d…,81,@NYTimes
0.0,Thu Mar 29 05:59:27 +0000 2018,0.0,1.0,0.0,"Archaeologists believe the 13,000-year-old human footprints to be the earliest found so far in North America https://t.co/E0yEBAuT7n",82,@NYTimes
0.2023,Thu Mar 29 05:41:06 +0000 2018,0.0,0.917,0.083,"RT @NYTmag: Floating villages spread across the surface of the Mekong River’s waterways, playing host to ethnic Vietnamese whose status in…",83,@NYTimes
0.4404,Thu Mar 29 05:21:04 +0000 2018,0.0,0.756,0.244,"These arctic foxes turned ""blue."" It was a good thing. https://t.co/PA6vz2GcCr",84,@NYTimes
0.0,Thu Mar 29 05:02:02 +0000 2018,0.0,1.0,0.0,2 Texas oil companies joined forces in the biggest deal yet in the Southwestern oil patch https://t.co/iLzaXURm1T,85,@NYTimes
-0.7778,Thu Mar 29 04:41:06 +0000 2018,0.393,0.533,0.074,RT @EricSchmittNYT: American drone strike in Libya kills top Qaeda recruiter and official warns of more attacks  https://t.co/nrGvlVj6l2,86,@NYTimes
0.0,Thu Mar 29 04:21:04 +0000 2018,0.0,1.0,0.0,"Steven Spielberg ""is the only person who could have made this movie and the last person who should have been allowe… https://t.co/m9H7reZA3R",87,@NYTimes
0.0,Thu Mar 29 04:08:47 +0000 2018,0.0,1.0,0.0,"Anbang Was Seized by China. Now, It Has a Deal for You. https://t.co/3ZEHUjWgat",88,@NYTimes
0.7783,Thu Mar 29 04:02:02 +0000 2018,0.0,0.672,0.328,RT @maggieNYT: Trump called a supporter with a large megaphone - @therealroseanne - to thank her and congratulate her after the Roseanne re…,89,@NYTimes
0.2263,Thu Mar 29 03:54:55 +0000 2018,0.249,0.395,0.356,"Mireille Knoll, Murdered Holocaust Survivor, Is Honored in Paris https://t.co/CK02eLDlje",90,@NYTimes
-0.8625,Thu Mar 29 03:47:00 +0000 2018,0.407,0.593,0.0,New police finding in Skripal poisoning case narrows the possibilities for how the victims were sickened https://t.co/8jQNusfhdi,91,@NYTimes
-0.6705,Thu Mar 29 03:32:03 +0000 2018,0.285,0.633,0.081,A top Morgan Stanley broker was repeatedly accused of violence against ex-wives and girlfriends. Bank managers were… https://t.co/n5WfJMF3sA,92,@NYTimes
0.6597,Thu Mar 29 03:17:06 +0000 2018,0.0,0.735,0.265,Drones and computer vision have confirmed centuries-old Inuit wisdom that a few caribou lead a migration over treac… https://t.co/DrVR3VdZiY,93,@NYTimes
0.0,Thu Mar 29 03:02:01 +0000 2018,0.0,1.0,0.0,Walmart customers looking to toss the latest issue of Cosmopolitan magazine into their shopping carts will have to… https://t.co/oLMjDPeoTR,94,@NYTimes
0.0,Thu Mar 29 02:47:01 +0000 2018,0.0,1.0,0.0,The Second Avenue subway in NYC cost $2.5 billion per mile of track — 5 times more than the international average.… https://t.co/0u9sMZy5Bd,95,@NYTimes
0.0,Thu Mar 29 02:32:03 +0000 2018,0.0,1.0,0.0,"Water squirted from toy rubber ducks contains bacteria often associated with infections acquired in hospitals, a st… https://t.co/wmNoGpHnmo",96,@NYTimes
-0.8834,Thu Mar 29 02:17:03 +0000 2018,0.34,0.66,0.0,"RT @nytimesworld: In a first, a South African woman was sent to prison for racist speech -- specifically, a slur that is offensive in her c…",97,@NYTimes
0.5563,Thu Mar 29 02:06:06 +0000 2018,0.0,0.796,0.204,"The reboot of ""Roseanne"" got off to an enormously strong start on Tuesday night https://t.co/AW9oKd48KP",98,@NYTimes
-0.296,Thu Mar 29 01:55:04 +0000 2018,0.216,0.784,0.0,"Ecuador cuts off Julian Assange’s internet access. Again.
https://t.co/5rRq2DTGdx",99,@NYTimes
